location,event,date,artist
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-30,ERIK TRUFFAZ
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-30,THE CREOLE CHOIR OF CUBA
