location,event,date,artist
Vevey,HEARTLAND,2010-11-11,DESTROYER
Lausanne,METROPOP FESTIVAL,2010-11-11,DJERMEN
Lausanne,METROPOP FESTIVAL,2010-11-11,JUSTIN NOZUKA
