location,event,date,artist
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-04,TERRY CALLIER
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-04,THE DEFTONES
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-04,GLADYS KNIGHT
