location,event,date,artist,genre,coordinates
Avully,GENA FESTIVAL,2015-07-03,CAULIFLOWER,,"(46.1696093, 6.0013782)"
Zurich,LIVE AT SUNSET,2015-07-03,GIANNA NANNINI,,"(47.3768866, 8.541694)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-03,JOHN LEGEND,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-03,SOAK,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-03,IBEYI,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2015-07-03,YARON HERMAN,,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2015-07-03,AZIZ SAHMAOUI,,"(46.2043907, 6.1431577)"
