location,event,date,artist,genre
Chene Bougeries,BIMBADABOUM FESTIVAL,2013-08-15,KRYSTINE,
Geneve,MUSIQUES EN ETE,2013-08-15,CONCERTO KOLN,
Gampel,OPEN AIR DE GAMPEL,2013-08-15,THE COURTEENERS,
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2013-08-15,DEVILDRIVER,
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2013-08-15,ANDREY BARANOV,
Le Locle,ROCK ALTITUDE,2013-08-15,TAMBOURS DU BRONX,
