location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-10,TRAVIS,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-10,GOSSIP,,"(46.4312213, 6.9106799)"
