location,event,date,artist,genre
Puidoux,BOUT D'BROUSSE,2009-08-07,REBEL FEST,
Sion,GUINNESS IRISH FESTIVAL,2009-08-07,LUNASA,
Motiers,HORS TRIBU,2009-08-07,THE WELLINGTONS,
Geneve,MUSIQUES EN ETE,2009-08-07,MOONRAISERS,
Geneve,MUSIQUES EN ETE,2009-08-07,WEST EASTERN DIVAN ORCHESTRA,
Geneve,MUSIQUES EN ETE,2009-08-07,MOONRAISERS,
Porrentruy,ROCK AIR PORRENTRUY,2009-08-07,MASS HYSTERIA,
