location,event,date,artist,genre
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2016-08-19,JAH9 (JANINE CUNNINGHAM),
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-08-19,STEPHAN BODZIN,
Penthalaz,VENOGE FESTIVAL,2016-08-19,BASTIAN BAKER,
