location,event,date,artist,genre
Zurich,LIVE AT SUNSET,2012-07-17,ROXETTE,
Geneve,MUSIQUES EN ETE,2012-07-17,DAVID FRAY,
Nyon,PALEO FESTIVAL,2012-07-17,MANU CHAO LA VENTURA,
