location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-12,ASA,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-12,ESPERANZA SPALDING,,"(46.4312213, 6.9106799)"
