location,event,date,artist,genre,coordinates
Geneve,L'AMR AUX CROPETTES,2013-06-28,TROMBONE ALTITUDE,,"(46.2043907, 6.1431577)"
Cully,LAVAUX CLASSIQUE,2013-06-28,PATRICIA KOPATCHINSKAJA,,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2013-06-28,GIORA FEIDMAN,,"(46.4895985, 6.7290888)"
Mendrisio,LUGANO ESTIVAL JAZZ,2013-06-28,DIROTTA SU CUBA,,"(45.8713339, 8.984132899999999)"
Saint Gallen,OPEN AIR DE SAINT GALLEN,2013-06-28,DEAD BUNNY,,"(47.4244818, 9.3767173)"
Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2013-06-28,THEO PARRISH,,"(46.29413110000001, 7.533536199999999)"
