location,event,date,artist
Lausanne,IMPETUS FESTIVAL SUISSE,2012-04-22,MOTORPSYCHO
Bale (Basel),JAZZFESTIVAL BASEL,2012-04-22,VEIN
Bale (Basel),JAZZFESTIVAL BASEL,2012-04-22,CRISTINA BRANCO
