location,event,date,artist,genre
Divonne Les Bains,JAZZCONTREBAND,2012-10-19,TRIO JOUBRAN,
Cluses,JAZZCONTREBAND,2012-10-19,PLAISTOW,
Carouge,JAZZCONTREBAND,2012-10-19,AQUA POTABLE,
