location,event,date,artist,genre
Duedingen,BAD BONN KILBI,2007-06-09,COCOROSIE,
Lausanne,ESPLANADE,2007-06-09,ELKEE,
Sierre,SISMICS FESTIVAL,2007-06-09,LOVE MOTEL,
