location,event,date,artist,genre
Bern,GURTEN FESTIVAL BERN,2010-07-15,BAD RELIGION,
Zurich,LIVE AT SUNSET,2010-07-15,JOHN FOGERTY,
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-15,MARK KNOPFLER,
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-15,SOLANGE LA FRANGE / LA PATRONNE,
