location,event,date,artist,genre
Montreux,SEPTEMBRE MUSICAL,2013-09-12,ORCHESTRE DU COLLEGE DE GENEVE,
Vevey,SEPTEMBRE MUSICAL,2013-09-12,ORCHESTRE DE LA SUISSE ROMANDE,
