location,event,date,artist,genre
Vevey,HEARTLAND,2011-10-29,SNOWBLINK,
Vevey,HEARTLAND,2011-10-29,MICHAEL J SHEEHY,
Nyon,NYON'S ON FIRE,2011-10-29,SOLANGE LA FRANGE / LA PATRONNE,
