location,event,date,artist,genre
Bern,GURTEN FESTIVAL BERN,2008-07-17,THE CHEMICAL BROTHERS,
Zurich,LIVE AT SUNSET,2008-07-17,JAN GARBAREK,
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-17,ALICIA KEYS,
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-17,KATIE MELUA,
