location,event,date,artist,genre,coordinates
Winterthur,AFRO - PFINGSTEN,2012-05-25,JIMMY CLIFF,,"(47.4988196, 8.723688899999999)"
La Chaux du Milieu,CORBAK,2012-05-25,BAUCHKLANG,,"(47.0131911, 6.703647699999999)"
La Chaux du Milieu,CORBAK,2012-05-25,MNOZIL BRASS,,"(47.0131911, 6.703647699999999)"
La Chaux du Milieu,CORBAK,2012-05-25,JULIETTE,,"(47.0131911, 6.703647699999999)"
