location,event,date,artist
Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2009-05-09,MARCELO DE LA PUEBLA
Vernier,VERNIER SUR ROCK,2009-05-09,LAS AVES (ex THE DODOZ)
