location,event,date,artist
Geneve,L'AMR AUX CROPETTES,2013-06-27,ORIOXY
Cully,LAVAUX CLASSIQUE,2013-06-27,ANDREI KOROBEINIKOV
Cully,LAVAUX CLASSIQUE,2013-06-27,MUZSIKAS
Saint Gallen,OPEN AIR DE SAINT GALLEN,2013-06-27,ROYAL REPUBLIC
