location,event,date,artist,genre
Winterthur,AFRO - PFINGSTEN,2009-05-31,MAMADY KEITA,
Winterthur,AFRO - PFINGSTEN,2009-05-31,SEUN KUTI,
Duedingen,BAD BONN KILBI,2009-05-31,THE DRONES,
Montreux,MOTION OPENAIR,2009-05-31,MARTIN SOLVEIG,
