location,event,date,artist,genre
Geneve,ANTIGEL,2013-02-06,CHILLY GONZALES,
Veyrier,ANTIGEL,2013-02-06,LIZ GREEN,
Genthod,ANTIGEL,2013-02-06,HORNROH,
