location,event,date,artist,genre,coordinates
Geneve,FESTIVAL DE LA BATIE,2009-08-29,SHALOM,,"(46.2043907, 6.1431577)"
Geneve,FESTIVAL DE LA BATIE,2009-08-29,KRYSTLE WARREN,,"(46.2043907, 6.1431577)"
Carouge,FESTIVAL DE LA BATIE,2009-08-29,OKAN,,"(46.1829674, 6.1378539)"
Le Locle,ROCK ALTITUDE,2009-08-29,THE HAUNTED,,"(47.0577195, 6.7487354)"
Montreux,SEPTEMBRE MUSICAL,2009-08-29,STAATSKAPELLE DRESDEN,,"(46.4312213, 6.9106799)"
