location,event,date,artist,genre
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2010-08-20,BRIGITTE HOOL,
Geneve,MUSIQUES EN ETE,2010-08-20,KATZAI,
Gampel,OPEN AIR DE GAMPEL,2010-08-20,ETERNAL TANGO,
Pully,PULLY FOR NOISE,2010-08-20,THE NATIONAL,
