location,event,date,artist,genre,coordinates
Thun,AM SCHLUSS,2013-07-24,SAMIR ESSAHBI,,"(46.7579868, 7.6279881)"
Lucerne,BLUE BALLS,2013-07-24,TRIXIE WHITLEY,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2013-07-24,JOHN LEGEND,,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2013-07-24,VOODOO SWING,,"(47.05016819999999, 8.3093072)"
Geneve,FETES DE GENEVE,2013-07-24,100 % STONES,,"(46.2043907, 6.1431577)"
Geneve,MUSIQUES EN ETE,2013-07-24,LEONEL LIMONTA Y SU AZUCAR NEGRA,,"(46.2043907, 6.1431577)"
Nyon,PALEO FESTIVAL,2013-07-24,ARCTIC MONKEYS,,"(46.3832683, 6.2347852)"
