location,event,date,artist
Nyon,JAZZCONTREBAND,2012-10-13,NO SQUARE
Collonge Bellerive,JAZZCONTREBAND,2012-10-13,OCHUMARE
Annecy,JAZZCONTREBAND,2012-10-13,MARCEL KANCHE
Yverdon Les Bains,JAZZCONTREBAND,2012-10-13,ORIOXY
Geneve,JAZZCONTREBAND,2012-10-13,MATTHIEU MICHEL
Carouge,JAZZCONTREBAND,2012-10-13,THE CYBORGS
Vevey,ROCK N ORGE,2012-10-13,REBEL FEST
