location,event,date,artist
Geneve,JAZZ ESTIVAL - MUSIQUE EN ETE,2011-08-08,JACKY TERRASSON
Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-08,MAURO LO CONTE
