location,event,date,artist,genre
Gampel,OPEN AIR DE GAMPEL,2015-08-20,DIE TOTEN HOSEN,
Pully,PULLY FOR NOISE,2015-08-20,FRANZ FERDINAND,
Penthalaz,VENOGE FESTIVAL,2015-08-20,UB40,
