location,event,date,artist
Bern,GURTEN FESTIVAL BERN,2016-07-16,PAUL KALKBRENNER
Fribourg,LES GEORGES,2016-07-16,GAETAN
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-16,ZAPPA PLAYS ZAPPA
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-16,HAROLD LOPEZ NUSSA
Montreux,MONTREUX JAZZ FESTIVAL,2016-07-16,LAOLU
Locarno,MOON AND STARS,2016-07-16,GENTLEMAN (AND THE EVOLUTION)
Munchenstein,SUMMERSTAGE BASEL,2016-07-16,77 BOMBAY STREET
Estavayer le Lac,SWING IN THE WIND - SWINGIN,2016-07-16,ULF WAKENIUS
