location,event,date,artist,genre
Lucerne,BLUE BALLS,2008-07-22,GEORGE BENSON,
Lucerne,BLUE BALLS,2008-07-22,THE NEVILLE BROTHERS,
Nyon,PALEO FESTIVAL,2008-07-22,BB BRUNES,
