location,event,date,artist
Thun,AM SCHLUSS,2011-07-25,NIDI D'ARAC
Lucerne,BLUE BALLS,2011-07-25,ROBERT FRANCIS
Lucerne,BLUE BALLS,2011-07-25,KT TUNSTALL
Zurich,CHANSONS EN STOK,2011-07-25,ZEP / ZONE D'EXPRESSION POPULAIRE
Geneve,JAZZ ESTIVAL - MUSIQUE EN ETE,2011-07-25,MICHEL HAUSSER
