location,event,date,artist
Le Noirmont,CHANT DU GROS,2015-09-11,NO ONE IS INNOCENT
Lausanne,FESTIVAL DE LA BATIE,2015-09-11,SAVAGES
Carouge,MURS DU SON A CAROUGE,2015-09-11,THE FIVE HILLS
