location,event,date,artist,genre
Moutier,KNOCKOUT,2006-07-07,MONO,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-07,MARIA RITA,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-07,MARTIN LUTHER,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-07,CHICK COREA,
Lausanne,SWISS PRIDE,2006-07-07,LOUIE AUSTEN,
