location,event,date,artist,genre
Duedingen,BAD BONN KILBI,2011-05-28,BATTLES,
Crissier,BLUES RULES CRISSIER,2011-05-28,ERIC MCFADDEN,
Carouge,LOKOS,2011-05-28,SIGNS OF MISFORTUNE,
Geneve,MAPPING FESTIVAL,2011-05-28,STRAY DOGS,
Geneve,MAPPING FESTIVAL,2011-05-28,ASYNTHOME,
Geneve,MAPPING FESTIVAL,2011-05-28,KRASH ON EARTH,
Geneve,MAPPING FESTIVAL,2011-05-28,GOODBYE IVAN,
Pratteln,METALFEST,2011-05-28,EQUILIBRIUM,
