location,event,date,artist,genre
Lausanne,METROPOP FESTIVAL,2008-11-07,LUCIOLE,
Lausanne,METROPOP FESTIVAL,2008-11-07,MICKY GREEN,
Lausanne,METROPOP FESTIVAL,2008-11-07,GENGHIS TRON,
Lausanne,METROPOP FESTIVAL,2008-11-07,ERIC BORGO,
