location,event,date,artist,genre
Cluses,JAZZCONTREBAND,2015-10-17,LES DESACCORDES,
Geneve,JAZZCONTREBAND,2015-10-17,GENEVA BRASS QUINTET,
Annecy,JAZZCONTREBAND,2015-10-17,URBAN SHAMAN,
Saint Claude,JAZZCONTREBAND,2015-10-17,DAVID CHEVALLIER (SONART),
Geneve,JAZZCONTREBAND,2015-10-17,OHAD TALMOR,
Carouge,JAZZCONTREBAND,2015-10-17,EVARISTO PEREZ,
