location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-11,STING,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-11,ERIK TRUFFAZ,,"(46.4312213, 6.9106799)"
