location,event,date,artist,genre
Lucerne,BLUE BALLS,2009-07-25,DAVID GOGO,
Lucerne,BLUE BALLS,2009-07-25,DANIEL POWTER,
Lucerne,BLUE BALLS,2009-07-25,HURLEY AND THE BLUE DOTS,
Nyon,PALEO FESTIVAL,2009-07-25,FRANCIS CABREL,
Alterswil,STONE HILL,2009-07-25,JOHN DOE,
