location,event,date,artist,genre
Geneve,LES TRAVERSES MUSICALES,2008-02-22,BB BRUNES,
Neuchatel,OTHERJAZZ FESTIVAL,2008-02-22,BRUNO AMSTAD,
Sciez sur Leman,VIBRATIONS METISSAGES,2008-02-22,ASTONVILLA,
