location,event,date,artist,genre
Pully,PULLY A L'HEURE DU QUEBEC,2014-06-10,RICHARD DESJARDINS,
Pully,PULLY A L'HEURE DU QUEBEC,2014-06-10,LES TROIS ACCORDS,
