location,event,date,artist,genre
Avully,GENA FESTIVAL,2008-07-04,KARA (MAMADOU KARA SYLLA KA),
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-04,N.E.R.D.,
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-04,CANSEI DE SER SEXY (CSS),
