location,event,date,artist,genre
Puidoux,BOUT D'BROUSSE,2010-08-07,LOLA PISTACHE,
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2010-08-07,AYA WASKA,
Sion,GUINNESS IRISH FESTIVAL,2010-08-07,LA BOTTINE SOURIANTE,
Motiers,HORS TRIBU,2010-08-07,DREADLOCKSLESS,
Porrentruy,ROCK AIR PORRENTRUY,2010-08-07,ALYSS,
