location,event,date,artist,genre
Cully,LAVAUX CLASSIQUE,2009-06-19,BERTRAND CHAMAYOU,
Cully,LAVAUX CLASSIQUE,2009-06-19,CHLOE LEVY,
Geneve,VILLAGE TROPICAL,2009-06-19,RUMBA STEREO,
