location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-10,SANTANA,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-10,BERNARD LAVILLIERS,,"(46.4312213, 6.9106799)"
