location,event,date,artist,genre,coordinates
Geneve,L'AMR AUX CROPETTES,2012-07-01,EVARISTO PEREZ,,"(46.2043907, 6.1431577)"
Cully,LAVAUX CLASSIQUE,2012-07-01,GAETAN,,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2012-07-01,HAKON AUSTBO,,"(46.4895985, 6.7290888)"
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-01,JETHRO TULL,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-01,BOBBY MC FERRIN,,"(46.4312213, 6.9106799)"
Saint Gallen,OPEN AIR DE SAINT GALLEN,2012-07-01,MUMFORD & SONS,,"(47.4244818, 9.3767173)"
Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2012-07-01,REMY KOLPA KOPOUL AKA PRINCESS JORGE (DJ RKK),,"(46.29413110000001, 7.533536199999999)"
