location,event,date,artist
Etagnieres,CROC THE ROCK,2014-10-24,BIRTH OF JOY
Annecy,JAZZCONTREBAND,2014-10-24,OVER THE HILLS par IMUZZIC GRANDS ENSEMBLE
Geneve,JAZZCONTREBAND,2014-10-24,LODE VERCAMPT
Nyon,NYON'S ON FIRE,2014-10-24,ARKONA
