location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-21,JIMMY CLIFF,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-21,LAURENT GARNIER,,"(46.4312213, 6.9106799)"
