location,event,date,artist,genre
Neuchatel,FESTI NEUCH,2010-06-05,CARAVAN PALACE,
Pully,PULLY A L'HEURE DU QUEBEC,2010-06-05,COEUR DE PIRATE,
Sierre,SISMICS FESTIVAL,2010-06-05,ANGIL AND THE HIDDENTRACKS,
