location,event,date,artist,genre
Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2012-07-07,THE INSPECTOR CLUZO (TIC),
Avully,GENA FESTIVAL,2012-07-07,RAG MAMA RAG,
Lugano,LUGANO ESTIVAL JAZZ,2012-07-07,MICHEL CAMILO,
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-07,BUDDY GUY,
Montreux,MONTREUX JAZZ FESTIVAL,2012-07-07,MARTINA TOPLEY BIRD,
Locarno,MOON AND STARS,2012-07-07,GOTTHARD,
Frauenfeld,OPENAIR FRAUENFELD,2012-07-07,NAS,
Sursee,SUMMER SOUND SUISSE,2012-07-07,BRYAN ADAMS,
