location,event,date,artist,genre
Martigny,COSMOJAZZ FESTIVAL,2014-07-26,SANDRA NKAKE,
Geneve,FETES DE GENEVE,2014-07-26,ORISKA,
Nyon,PALEO FESTIVAL,2014-07-26,JAMES BLUNT,
