location,event,date,artist,genre
Lausanne,IMPETUS FESTIVAL SUISSE,2012-04-25,MICHAEL GIRA,
Bale (Basel),JAZZFESTIVAL BASEL,2012-04-25,JOHN ABERCROMBIE,
