location,event,date,artist,genre
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-29,SYLVAIN RIFFLET,
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-29,ANCHORSONG,
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-07-29,XY,
