location,event,date,artist
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-05,MISSY ELLIOTT
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-05,VAMPIRE WEEKEND
Geneve,MUSIQUES EN ETE,2010-07-05,DANIEL HUMAIR
