location,event,date,artist,genre
Moutier,KNOCKOUT,2006-07-06,BENOIT DOREMUS,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-06,BRYAN ADAMS,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-06,CARL CRAIG,
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-06,JOHN SCOFIELD,
