location,event,date,artist,genre,coordinates
Sierre,SISMICS FESTIVAL,2010-06-02,THE STRANGE ONES,,"(46.29413110000001, 7.533536199999999)"
Sierre,SISMICS FESTIVAL,2010-06-02,FELOCHE,,"(46.29413110000001, 7.533536199999999)"
