location,event,date,artist
Etagnieres,CROC THE ROCK,2013-10-26,THE RAMBLING WHEELS
Saint Claude,JAZZCONTREBAND,2013-10-26,FANFARE DU LOUP ORCHESTRA (LE CRI DU SON)
Sion,JAZZCONTREBAND,2013-10-26,GRAND PIANORAMAX
Geneve,JAZZCONTREBAND,2013-10-26,KNEEBODY
Nyon,NYON'S ON FIRE,2013-10-26,WE HAVE BAND
