location,event,date,artist
Thun,AM SCHLUSS,2011-07-30,CHURCHHILL
Lucerne,BLUE BALLS,2011-07-30,YODELICE
Lucerne,BLUE BALLS,2011-07-30,JAMIE LIDELL
