location,event,date,artist,genre,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-14,PAUL SIMON,,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-14,MOS DEF aka YASIIN BEY,,"(46.4312213, 6.9106799)"
