location,event,date,artist,genre
Sion,GUINNESS IRISH FESTIVAL,2009-08-06,THE DUBLIN LEGENDS (EX THE DUBLINERS),
Motiers,HORS TRIBU,2009-08-06,ANACH CUAN,
Porrentruy,ROCK AIR PORRENTRUY,2009-08-06,PHIL HERISSON,
