location,event,date,artist,genre
Bale (Basel),JAZZFESTIVAL BASEL,2008-04-25,MIROSLAV VITOUS,
Bale (Basel),JAZZFESTIVAL BASEL,2008-04-25,MARIA PIA DE VITO,
