location,event,date,artist,genre
Motiers,HORS TRIBU,2007-08-02,I SKARBONARI,
Porrentruy,ROCK AIR PORRENTRUY,2007-08-02,ALYSS,
Geneve,VILLAGE TROPICAL,2007-08-02,JOSE ALBERTO EL CANARIO,
