location,event,date,artist,genre
Chene Bourg,ANTIGEL,2015-01-27,PIERRE BASTIEN,
Confignon,ANTIGEL,2015-01-27,LAND OBSERVATIONS,
Geneve,ANTIGEL,2015-01-27,EARTH,
