location,event,date,artist,genre
Thonon Les Bains,JAZZCONTREBAND,2009-10-10,LES NOUVEAUX NEZ / LE JAZZ FAIT SON CIRQUE/KEKIDILELAPIN,
Geneve,JAZZCONTREBAND,2009-10-10,STRAYHORNMONK,
Carouge,JAZZCONTREBAND,2009-10-10,HADRIEN FERAUD,
Vevey,ROCK N ORGE,2009-10-10,ALBERT ET LES INTERMUTANTS,
